年度,ID,所属
2019,60357697,北海道
2019,50358892,兵庫県立
2019,30236533,山口
2019,80616540,静岡
2019,30295472,新潟
2019,50344859,筑波
2019,30447429,山形
2019,80249937,早稲田
2019,10216806,神戸
2019,90204007,大阪
2019,70509166,長岡工業高等専門学校
2019,80182575,大阪
2019,10270258,豊橋技術科学
2019,40363030,名古屋
2019,90178799,横浜国立
2019,40709739,東京工業
2019,00183658,東北
2019,10733107,東京
2019,80301935,北海道
2019,30590658,国立環境研究所
2019,00379900,広島
2019,60233764,京都
2019,80263101,京都
2019,90334755,金沢
2019,00156712,東京工業
2019,30292890,東京
2019,20431794,東京
2019,60282836,筑波
2019,50272018,東北
2019,20292055,北海道
2019,80326636,北海道
2019,20323826,大阪
2019,20135536,京都
2019,40420400,名古屋
2019,40185187,長岡技術科学
2019,30251763,横浜国立
2019,80805929,東京農工
2019,40359667,東京
2019,50335379,東北
2019,00308206,早稲田
2019,60778207,東京理科
2019,70383982,慶應義塾
2019,50314084,岡山
2019,70303675,名古屋
2019,30528435,横浜国立
2019,10396765,電気通信
2019,60127082,同志社
2019,30540190,大阪市立
2019,30323794,大阪
2019,10548522,東京
2019,40451786,東京
2019,40608816,東北
2019,40432017,大阪府立
2019,40244511,秋田県立
2019,10343237,九州
2019,50252606,大阪
2019,70243178,大阪
2019,30598222,京都
2019,80345925,名古屋
2019,30283724,東京
2019,90520875,東北
2019,90710070,海洋研究開発機構
2019,60435849,海洋研究開発機構
2019,90343863,物質・材料研究機構
2019,10311739,京都
2019,10451824,金沢
2019,90253335,金沢
2019,10446461,富山
2019,20183808,横浜国立
2019,10304396,東京
2019,60242153,東京
2019,00302076,東北
2019,40532213,東北
2019,80342624,宇宙航空研究開発機構
2019,00377780,大阪府立
2019,50725900,大阪
2019,00222117,高エネルギー加速器研究機構
2019,40318803,上智
2019,00144387,京都
2019,20785703,東京
2019,60446515,茨城
2019,20356786,産業技術総合研究所
2019,60174322,核融合科学研究所
2019,00386004,日本
2019,60198322,東京理科
2019,70432515,大阪
2019,70456929,大阪
2019,80725250,京都
2019,30415054,理化学研究所
2019,80450419,早稲田
2019,70251486,慶應義塾
2019,40274550,九州
2019,70194173,神戸
2019,30170773,名古屋
2019,10589790,金沢
2019,00377954,電気通信
2019,90391268,東北
2019,30455331,東北
2019,50334917,芝浦工業
2019,80467646,京都
2019,40303888,京都
2019,50223871,京都
2019,00201666,東京
2019,00226630,国立精神・神経医療研究センター
2019,70334232,国立障害者リハビリテーションセンター
2019,60272449,立命館
2019,90317272,慶應義塾
2019,10433731,慶應義塾
2019,30234008,京都
2019,30532246,京都
2019,60283470,京都
2019,00372839,京都
2019,10454084,福井
2019,60446531,東京
2019,30282312,筑波
2019,00424317,東北
2019,10409667,国立特別支援教育総合研究所
2019,30455109,沼津工業高等専門学校
2019,20309107,京都文教
2019,70221413,中部
2019,60544393,新潟医療福祉
2019,10320798,東京医療保健
2019,00112003,早稲田
2019,10724130,明治
2019,40386157,日本医科
2019,00439598,帝京
2019,90377648,千葉工業
2019,00433384,県立広島
2019,10337206,長野県立
2019,40387478,首都大学東京
2019,10299331,愛媛
2019,90280130,広島
2019,70514313,広島
2019,70724227,広島
2019,60252839,和歌山
2019,60453825,奈良教育
2019,60507713,神戸
2019,00294182,大阪教育
2019,30294599,大阪
2019,20359665,大阪
2019,30757430,大阪
2019,40159934,京都
2019,30555636,滋賀
2019,70273208,名古屋
2019,50802831,岐阜
2019,30551733,信州
2019,00334970,福井
2019,40720959,新潟
2019,60419273,横浜国立
2019,50262316,電気通信
2019,10190802,東京学芸
2019,40609971,東京
2019,70213709,東京
2019,40211304,千葉
2019,30396238,筑波技術
2019,70212967,筑波
2019,80315027,筑波
2019,60835651,筑波
2019,60271722,筑波
2019,30512850,筑波
2019,10282196,山形
2019,40586161,大阪市民病院機構大阪市立総合医療センター
2019,40100169,愛知県医療療育総合センター発達障害研究所
2019,10707285,国立成育医療研究センター
2019,00456196,上智
2019,80328898,文化学園
2019,50243457,帝京
2019,30389895,大妻女子
2019,60814548,福島県立医科
2019,60216497,九州
2019,50838638,愛媛
2019,10535800,徳島
2019,20415821,千葉
2019,80191261,埼玉
2019,60456340,東北
2019,80191419,同志社
2019,70338234,同志社
2019,20386543,早稲田
2019,30211692,早稲田
2019,50156444,立教
2019,80706945,明治学院
2019,70508556,東京理科
2019,90453498,学習院
2019,60330164,大阪
2019,20293681,大阪
2019,60345452,京都
2019,30283378,京都
2019,80346139,東京
2019,80707901,筑波
2019,30432553,早稲田
2019,90289108,早稲田
2019,50580693,高知工科
2019,40710075,新潟県立
2019,80581743,西南学院
2019,30242085,学習院
2019,80232809,京都
2019,20435712,国立感染症研究所
2019,90356204,科学警察研究所
2019,50287869,東京工芸
2019,60181880,大阪市立
2019,60203808,九州
2019,40323183,広島
2019,40578697,岡山
2019,90283960,和歌山
2019,30363518,名古屋
2019,60600054,東京
2019,60392958,北海道
2019,90291179,大阪市博物館機構(大阪市立美術館、大阪市立自然史博物館、大阪市立東洋陶磁美術館、大阪
2019,60620896,東北芸術工科
2019,70368033,龍谷
2019,20507248,東海
2019,40709482,鹿児島
2019,60379691,島根
2019,20437271,京都
2019,00263129,奈良県立橿原考古学研究所
2019,80610295,東京藝術
2019,70313195,東京
2019,50374872,東北
2019,90534040,弘前
2019,50708576,国立文化財機構奈良文化財研究所
2019,00249921,国文学研究資料館
2019,00329054,早稲田
2019,00188533,明治
2019,00408957,東洋
2019,30794474,上智
2019,90707738,大阪
2019,10361734,東京外国語
2019,50323324,群馬
2019,70294303,関西学院
2019,30267405,大阪工業
2019,50422910,南山
2019,80396168,北海道医療
2019,50632410,神戸市外国語
2019,00452988,札幌市立
2019,80558122,九州
2019,90508764,愛媛
2019,30308233,大阪
2019,00243741,大阪
2019,00165242,横浜国立
2019,10582819,東京藝術
2019,40422406,東京藝術
2019,70177210,東京
2019,00251752,東京
2019,70294121,国立循環器病研究センター
2019,60332714,愛知県がんセンター
2019,00452532,沖縄科学技術大学院
2019,10162629,早稲田
2019,40375001,東北医科薬科
2019,00313255,大阪市立
2019,20630966,近畿
2019,70546465,九州
2019,30572119,九州
2019,00215071,高知
2019,20402985,神戸
2019,00637077,大阪
2019,60314176,京都
2019,90324392,名古屋
2019,70207869,新潟
2019,30517206,東京
2019,00334384,東京
2019,30525572,筑波
2019,70250800,東北
2019,50372298,東北
2019,40554473,防衛大学校
2019,50455581,立命館
2019,70124477,帝京
2019,70346740,九州
2019,90186742,広島
2019,10369978,長野工業高等専門学校
2019,80444404,星城
2019,10183310,東海
2019,20549943,高崎健康福祉
2019,00613712,公立小松
2019,80462050,宮崎
2019,80378364,三重
2019,80589838,東京工業高等専門学校
2019,30613682,大阪工業
2019,60366086,東海
2019,10400144,公立小松
2019,30189906,佐賀
2019,10407546,岡山
2019,90426536,兵庫県立福祉のまちづくり研究所
2019,30627683,国立障害者リハビリテーションセンター
2019,70739424,大阪河崎リハビリテーション
2019,90274084,杏林
2019,30318159,埼玉医科
2019,60337011,北海道科学
2019,00756380,大分
2019,50208352,神戸
2019,80225151,弓削商船高等専門学校
2019,50306502,関西
2019,00425654,長野保健医療
2019,00334152,東京電機
2019,20269088,九州工業
2019,00241224,名古屋工業
2019,70508340,電気通信
2019,80530162,国立循環器病研究センター
2019,30548954,労働者健康安全機構労働安全衛生総合研究所
2019,50754777,早稲田
2019,30205679,順天堂
2019,10372707,山口
2019,30452337,京都
2019,40452198,名古屋
2019,90573379,信州
2019,70704667,東北
2019,60838283,北海道
2019,60583086,防衛医科大学校(医学教育部医学科進学課程及び専門課程、動物実験施設、共同利用研究施設、病院並びに防衛
2019,50462130,富山高等専門学校
2019,00290685,八戸工業高等専門学校
2019,10773103,広島国際
2019,20508965,川崎医療福祉
2019,30317515,昭和
2019,40807880,自治医科
2019,00586563,公立はこだて未来
2019,10243841,高知
2019,10397185,金沢
2019,50638781,新潟
2019,10815351,東北
2019,70436054,岩手
2019,60277233,岩手
2019,50747384,医療法人社団あんしん会四谷メディカルキューブ
2019,20640056,東京都立産業技術研究センター
2019,70259901,明石工業高等専門学校
2019,20705016,仙台高等専門学校
2019,50771185,純真学園
2019,10066722,立命館
2019,80381424,北里
2019,10815012,自治医科
2019,30448047,広島市立
2019,10437741,高知
2019,60304515,徳島
2019,20403537,広島
2019,20533293,大阪
2019,60565018,京都
2019,10359713,金沢
2019,70313674,金沢
2019,70712181,産業技術総合研究所
2019,90773309,国際科学振興財団
2019,70442457,米子工業高等専門学校
2019,30332406,近畿
2019,80247874,関西
2019,60566868,金沢医科
2019,40191481,横浜薬科
2019,10589930,奈良女子
2019,10723786,大阪
2019,30548699,京都工芸繊維
2019,70837046,東北
2019,40426143,鉄道総合技術研究所
2019,80449024,国際科学振興財団
2019,00510017,福井工業
2019,30206669,獨協医科
2019,20291924,京都府立医科
2019,10448467,佐賀
2019,50546710,徳島
2019,80401892,山口
2019,90102912,滋賀医科
2019,60324422,名古屋
2019,70420114,群馬
2019,80611079,東北
2019,90806671,同志社
2019,20793219,聖マリアンナ医科
2019,50376597,東京電機
2019,00351883,慶應義塾
2019,60227931,大阪市立
2019,30358668,佐賀
2019,80215657,新潟
2019,00272344,千葉
2019,50624912,東北
2019,00329137,東北
2019,10236820,東北
2019,60374724,北海道
2019,90623992,産業技術総合研究所
2019,20443038,沼津工業高等専門学校
2019,50747772,福岡女学院
2019,10733967,くらしき作陽
2019,20333544,早稲田
2019,80396530,東京女子
2019,60383840,慶應義塾
2019,60183886,大阪
2019,60242301,東京工業
2019,80277954,フェリス女学院
2019,50646304,専修
2019,80310390,実践女子
2019,60348315,岩手県立
2019,70311545,広島
2019,30714224,国文学研究資料館
2019,70369982,仙台高等専門学校
2019,30454961,鶴見
2019,20435118,実践女子
2019,10222134,広島
2019,30332589,東京
2019,60288850,筑波
2019,70159276,九州産業
2019,50258175,神戸芸術工科
2019,60243987,関西
2019,30740708,多摩美術
2019,00612805,長崎県立
2019,90382366,岡山県立
2019,50736014,静岡文化芸術
2019,40347357,金沢美術工芸
2019,60379071,京都工芸繊維
2019,40598330,千葉
2019,10450149,大分工業高等専門学校
2019,20195663,広島工業
2019,90353044,神戸芸術工科
2019,00249202,神戸芸術工科
2019,00454348,静岡理工科
2019,80348200,文教
2019,30626891,長崎県立
2019,80633908,公立はこだて未来
2019,40372148,高輝度光科学研究センター
2019,60425600,高エネルギー加速器研究機構
2019,40211619,神戸
2019,90302223,東北
2019,70344398,高輝度光科学研究センター
2019,70549899,産業技術総合研究所
2019,10532088,量子科学技術研究開発機構
2019,30416383,量子科学技術研究開発機構
2019,10521768,東北
2019,50721932,昭和学院短期
2019,50387627,中京
2019,30509120,城西
2019,20326242,大阪府立
2019,90273200,名古屋
2019,40280250,中村学園
2019,40249503,武庫川女子
2019,70725811,立教
2019,00613803,日本
2019,10341075,首都大学東京
2019,50467065,新潟
2019,20389159,四国
2019,70529940,名古屋学院
2019,90248633,立教
2019,90308057,明治
2019,50628534,日本
2019,20329915,東洋
2019,20464597,大正
2019,60227428,江戸川
2019,90737975,函館
2019,90609801,琉球
2019,70242295,筑波
2019,60613750,京都産業
2019,10647358,九州
2019,50346657,愛媛
2019,80230697,福島
2019,00338435,上智
2019,40295548,静岡県立
2019,40607256,長崎
2019,90581546,神戸
2019,40587474,お茶の水女子
2019,10245623,福島
2019,70806819,武庫川女子大学短期大学部
2019,80513845,神戸学院
2019,10833022,明治
2019,00315392,鹿児島
2019,10450503,九州
2019,30388219,静岡
2019,40377057,一橋
2019,10450529,日本貿易振興機構アジア経済研究所
2019,70599125,森林研究・整備機構
2019,60558154,龍谷
2019,40362222,神戸市外国語
2019,30344097,九州
2019,60190013,名古屋
2019,30620819,千葉
2019,70823441,東北
2019,30196844,龍谷
2019,10705908,名古屋商科
2019,00793233,宮城学院女子
2019,40516126,滋賀県立
2019,80553560,長崎
2019,60622991,京都
2019,10184657,京都
2019,00740010,産業技術総合研究所
2019,40511978,埼玉県環境科学国際センター
2019,60604494,仙台高等専門学校
2019,70596858,大阪工業
2019,00288250,新潟工科
2019,60267474,早稲田
2019,70451995,鳥取
2019,30443526,大阪府立環境農林水産総合研究所
2019,50625259,和歌山工業高等専門学校
2019,00194267,高知工科
2019,80290683,札幌市立
2019,00598344,琉球
2019,90552456,大分
2019,60225000,高知
2019,20723844,福岡工業
2019,60646371,岐阜
2019,20630354,信州
2019,90598210,東京
2019,00370312,物質・材料研究機構
2019,50367413,新潟薬科
2019,60216504,東洋
2019,50281241,首都大学東京
2019,80356930,神戸
2019,10243099,京都
2019,90573618,弘前
2019,90414391,国立環境研究所
2019,20335368,沖縄工業高等専門学校
2019,20300618,宇部工業高等専門学校
2019,50725124,関東学院
2019,30362453,東京都市
2019,50266897,東京薬科
2019,20324999,鳥取
2019,50615490,神戸市環境保健研究所
2019,50332242,国立環境研究所
2019,10263154,京都
2019,00334756,金沢
2019,60282802,東京農工
2019,40447511,東京農工
2019,40416079,神奈川県温泉地学研究所
2019,30392666,産業技術総合研究所
2019,70546994,環境科学技術研究所
2019,80759457,山口
2019,40825791,広島
2019,50462750,弘前
2019,60344420,国立水俣病総合研究センター
2019,70346691,福岡県保健環境研究所
2019,70254282,国立医薬品食品衛生研究所
2019,60512556,国立医薬品食品衛生研究所
2019,40291116,国立医薬品食品衛生研究所
2019,70221398,放射線影響研究所
2019,60373396,国立感染症研究所
2019,30391288,量子科学技術研究開発機構
2019,60294675,川崎医科
2019,00392225,東北医科薬科
2019,80345595,金沢
2019,20450801,日本環境衛生センターアジア大気汚染研究センター
2019,50575230,埼玉県環境科学国際センター
2019,50514973,気象庁気象研究所
2019,70432870,琉球
2019,40462585,京都
2019,60599629,東京農工
2019,00507923,東京
2019,80312411,北海道
2019,70534262,日本環境衛生センターアジア大気汚染研究センター
2019,10792533,東京都環境公社
2019,60273265,麻布
2019,70391159,酪農学園
2019,50442538,東京農工
2019,40754346,千葉
2019,60431805,秋田
2019,40725983,北海道
2019,50320122,立命館
2019,30227847,大阪工業
2019,80266238,玉川
2019,50458105,北九州市立
2019,40279534,秋田公立美術
2019,80381143,熊本
2019,40633095,香川
2019,90324475,名古屋工業
2019,30234800,静岡
2019,30155337,鹿児島工業高等専門学校
2019,40299300,福山
2019,50300348,大阪電気通信
2019,30340110,常葉
2019,10610206,星槎
2019,40117239,九州
2019,90433739,徳島
2019,60270261,岐阜工業高等専門学校
2019,70581180,福井工業高等専門学校
2019,40647202,福岡
2019,30402407,流通科学
2019,30358882,龍谷
2019,00280008,滋賀県立
2019,20835996,名古屋工業
2019,80588369,静岡
2019,80339621,長岡技術科学
2019,50302378,筑波
2019,20635924,岩手
2019,40402929,松江工業高等専門学校
2019,40321369,苫小牧工業高等専門学校
2019,20714059,玉川
2019,00772493,東京
2019,30360647,統計数理研究所
2019,30345847,長浜バイオ
2019,80449032,東京工芸
2019,00757594,東海
2019,20552425,専修
2019,50778280,広島
2019,20457039,名古屋
2019,90401075,東京
2019,10835911,筑波
2019,20553770,筑波
2019,60422028,福岡工業
2019,40290803,広島国際
2019,00360503,東京工科
2019,60356772,明治
2019,50339503,法政
2019,40526224,滋賀
2019,00344903,宇都宮
2019,30251078,宇都宮
2019,70305415,茨城
2019,60549707,防衛大学校
2019,60259942,香川高等専門学校
2019,60508232,香川高等専門学校
2019,00349789,東京電機
2019,00811415,湘南工科
2019,20328909,法政
2019,10413866,熊本県立
2019,60336063,九州
2019,20095003,ファジィシステム研究所
2019,50294129,松江工業高等専門学校
2019,00771247,同志社
2019,80320034,中京
2019,70336832,兵庫県立
2019,70636927,金沢
2019,00227125,電気通信
2019,20343270,豊田工業
2019,40314398,滋賀県立
2019,70284263,前橋工科
2019,40646882,会津
2019,70422540,公立はこだて未来
2019,70434321,山口
2019,50388162,京都
2019,60251047,筑波
2019,40350673,神奈川工科
2019,20308282,東京工科
2019,70264934,広島市立
2019,10398464,広島市立
2019,00590390,九州工業
2019,00252312,名古屋工業
2019,40836714,名古屋
2019,10600463,聖マリアンナ医科
2019,10423021,名古屋
2019,70647974,産業技術総合研究所
2019,70622124,神奈川工科
2019,30732820,東京電機
2019,60458627,千葉工業
2019,20452998,秋田県立
2019,10418519,九州
2019,70452133,山梨
2019,30367255,山梨英和
2019,90323823,東京都市
2019,00190140,東京理科
2019,80466333,東京電機
2019,40374102,千葉工業
2019,30281281,広島市立
2019,20234388,長崎
2019,30272181,千葉
2019,80333128,秋田
2019,90316448,仙台高等専門学校
2019,70828227,崇城
2019,60293594,甲南
2019,40324230,中部
2019,30828702,金沢工業
2019,10297624,東京理科
2019,80324490,東京理科
2019,10837222,大阪府立
2019,40397500,愛知県立
2019,90756636,秋田県立
2019,70283421,名古屋
2019,00599227,北見工業
2019,00816184,海洋研究開発機構
2019,10311086,岐阜聖徳学園
2019,20403438,北見工業
2019,50614484,日本原子力研究開発機構
2019,80635889,沼津工業高等専門学校
2019,80456863,京都
2019,10582158,情報セキュリティ大学院
2019,80508127,東海
2019,00536493,長崎県立
2019,00294653,山口
2019,00344838,新潟
2019,50272810,神奈川
2019,30364110,広島市立
2019,80395053,電気通信
2019,10732349,東京
2019,80235639,早稲田
2019,90318858,早稲田
2019,50220562,岡山
2019,80372671,和歌山
2019,80780006,大阪
2019,90456632,名古屋
2019,60451986,東京海洋
2019,00308214,仙台高等専門学校
2019,90329756,南山
2019,60434362,東京工科
2019,90203372,電気通信
2019,50613460,東京工業
2019,40264957,立命館
2019,20645882,神奈川
2019,00532657,琉球
2019,80226878,愛媛
2019,40304654,愛媛
2019,60368032,奈良先端科学技術大学院
2019,20318207,東京理科
2019,60516897,大阪府立
2019,40127684,長崎
2019,70017424,筑波
2019,10777999,筑波
2019,60360343,東北
2019,90146936,成蹊
2019,00205113,筑波
2019,80249721,釧路工業高等専門学校
2019,20631138,湘南工科
2019,70360675,会津
2019,80253110,龍谷
2019,50810230,川崎医療福祉
2019,60351798,兵庫医科
2019,70227700,中部
2019,80367466,金沢医科
2019,90339961,新潟医療福祉
2019,50629152,東京工科
2019,30439351,東北女子
2019,20194425,北里
2019,90573064,岩手医科
2019,80631142,札幌医科
2019,70432747,長崎
2019,90271056,岡山
2019,60291598,奈良女子
2019,50466877,東京農工
2019,20431710,群馬
2019,40643531,兵庫医科
2019,70759761,大阪大谷
2019,70397199,鈴鹿医療科学
2019,50513347,中部
2019,80338186,東京工科
2019,00231259,順天堂
2019,70609122,同志社
2019,40274196,徳島
2019,80613158,岡山
2019,80272201,筑波
2019,50581386,国立病院機構
2019,30348784,農業・食品産業技術総合研究機構
2019,30608469,朝日
2019,60338374,順天堂
2019,10617244,慶應義塾
2019,50367306,日本薬科
2019,80516295,長崎県立
2019,00582602,大阪府立
2019,90538125,熊本
2019,80403450,島根
2019,20626874,筑波
2019,60037471,久留米
2019,30582233,川崎医科
2019,20298946,近畿
2019,50751616,愛知医科
2019,60737203,名古屋女子
2019,90341081,杏林
2019,30275028,埼玉医科
2019,80579152,新潟
2019,40312558,甲子園
2019,80729541,筑波
2019,10623035,国立成育医療研究センター
2019,70311404,松山
2019,50634838,愛知医科
2019,90389841,東京医療保健
2019,50413414,東邦
2019,20237902,東海
2019,80190932,女子栄養
2019,40155544,昭和
2019,10176117,聖徳
2019,80420909,十文字学園女子
2019,90610238,神奈川県立保健福祉
2019,10236367,岡山
2019,40341987,金沢
2019,80513457,埼玉
2019,60455714,旭川医科
2019,40587812,理化学研究所
2019,50230066,産業医科
2019,70737189,名古屋女子
2019,80260529,北里
2019,10709778,聖徳
2019,10258387,佐賀
2019,20531908,島根
2019,10632383,三重
2019,30369285,山形
2019,40512512,東海学園
2019,20319263,藤田医科
2019,00612350,中部
2019,90637951,金城学院
2019,10551046,東京薬科
2019,70238103,昭和女子
2019,10534589,千葉工業
2019,40523874,北海道科学
2019,20567341,九州歯科
2019,50269495,静岡県立
2019,70381100,宮崎
2019,40450671,山口
2019,10814361,東北
2019,70372282,弘前
2019,00227571,九州共立
2019,70279008,川崎医療福祉
2019,50422209,名古屋学院
2019,40409280,日本
2019,20779574,国士舘
2019,60361599,京都
2019,10447708,山梨
2019,70231412,東京農工
2019,00467119,東京
2019,00177437,宇都宮
2019,00229048,東北
2019,80312429,北海道教育
2019,70509645,就実
2019,00779928,日本
2019,60408648,東京電機
2019,20384018,昭和薬科
2019,70365526,国士舘
2019,10237547,福岡女子
2019,90632589,高知
2019,40552386,愛媛
2019,20530629,兵庫教育
2019,80291433,京都教育
2019,10382540,北海道教育
2019,10537989,京都文教短期
2019,40434956,大阪総合保育
2019,00825010,びわこ学院
2019,60805521,常葉
2019,80436451,日本
2019,10805732,国際基督教
2019,00255960,埼玉県立
2019,50347118,鹿屋体育
2019,40571732,奈良女子
2019,80369488,富山
2019,60518801,筑波
2019,20378235,筑波
2019,30171656,山形
2019,00350439,甲南女子
2019,10613929,同志社
2019,40319223,中京
2019,20635685,上智
2019,20569339,順天堂
2019,10733785,流通経済
2019,00361080,大阪
2019,80191576,静岡
2019,60374261,筑波
2019,10368821,九州産業
2019,20368179,大阪薬科
2019,10292541,びわこ成蹊スポーツ
2019,30468037,新潟医療福祉
2019,60398831,日本医科
2019,20570542,獨協医科
2019,80136150,山口
2019,80314524,奈良女子
2019,40235990,愛知教育
2019,70388685,静岡
2019,00412023,姫路獨協
2019,40599396,摂南
2019,90386657,立命館
2019,90296773,京都光華女子
2019,30359640,びわこ成蹊スポーツ
2019,70634351,日本福祉
2019,30347405,至学館
2019,10513145,愛知学院
2019,90360734,早稲田
2019,00451849,東京
2019,80453877,日本
2019,00408626,東京医科
2019,20445521,順天堂
2019,30468970,国士舘
2019,20591887,国際武道
2019,80407238,岡山県立
2019,10274870,鹿屋体育
2019,50310107,筑波
2019,10220691,佐世保工業高等専門学校
2019,20309553,川崎医科
2019,50125712,神戸芸術工科
2019,50634581,東海学園
2019,50405099,山梨学院
2019,20570782,新潟医療福祉
2019,80350635,聖マリアンナ医科
2019,70613496,日本女子体育
2019,60532687,東京医科
2019,30410864,順天堂
2019,20833825,順天堂
2019,20508840,順天堂
2019,30265962,国士舘
2019,60532637,了徳寺
2019,80438895,十文字学園女子
2019,40615556,東京国際
2019,00526783,北翔
2019,30433171,首都大学東京
2019,80200369,鹿屋体育
2019,50549491,岡山
2019,30609300,東京医科歯科
2019,30186811,宇都宮
2019,70754753,筑波
2019,60118833,東邦
2019,70223055,九州産業
2019,70581510,名古屋学院
2019,10615553,岐阜聖徳学園
2019,10277791,早稲田
2019,10383499,東洋
2019,70541001,国士舘
2019,70323574,十文字学園女子
2019,10550189,東北福祉
2019,40409537,日本女子
2019,50530185,佐賀
2019,50633012,大阪
2019,90400663,東京学芸
2019,60237584,筑波
2019,70759737,筑波
2019,70234028,筑波
2019,60642303,国立長寿医療研究センター
2019,00544751,愛知医療学院短期
2019,10303653,豊橋創造
2019,30286661,藤田医科
2019,00431982,東京工芸
2019,40733738,日本歯科
2019,20276546,昭和
2019,10445942,北海道医療
2019,10800477,大阪府立
2019,90343409,京都府立医科
2019,30404932,埼玉県立
2019,90181411,大分
2019,30253248,香川
2019,00335647,広島
2019,70723071,信州
2019,90722893,秋田
2019,40734265,東北
2019,70759597,国立長寿医療研究センター
2019,20583826,東京都健康長寿医療センター
2019,80433598,防衛医科大学校(医学教育部医学科進学課程及び専門課程、動物実験施設、共同利用研究施設、病院並びに防衛
2019,20620553,産業医科
2019,40531447,吉備国際
2019,10454802,畿央
2019,50761087,大阪河崎リハビリテーション
2019,40838091,大阪歯科
2019,00440686,藤田医科
2019,30454383,名古屋学院
2019,70780659,新潟医療福祉
2019,00149337,東京通信
2019,20424096,北里
2019,10624067,植草学園
2019,20439574,国際医療福祉
2019,30363055,広島
2019,70334787,金沢
2019,40306204,群馬
2019,60619675,熊本保健科学
2019,30609201,産業医科
2019,40336483,関西医療
2019,70268192,関西福祉科学
2019,30388904,京都橘
2019,50506673,愛知医科
2019,50384524,昭和
2019,60407301,順天堂
2019,70338177,慶應義塾
2019,00370205,京都府立医科
2019,80296186,埼玉県立
2019,50294369,島根
2019,90811258,富山
2019,00436148,東北
2019,30834543,横浜市立脳卒中・神経脊椎センター
2019,30356729,産業技術総合研究所
2019,80276732,帝京科学
2019,20632326,新潟医療福祉
2019,80316942,北里
2019,20584080,長崎
2019,50346243,神戸
2019,30454375,名古屋
2019,60793528,筑波
2019,30790498,国立長寿医療研究センター
2019,50757747,西九州
2019,80189589,川崎医科
2019,10440851,鈴鹿医療科学
2019,40282983,新潟医療福祉
2019,20201030,東邦
2019,50327649,国立精神・神経医療研究センター
2019,30274062,北里
2019,20548581,北海道医療
2019,80336495,埼玉県立
2019,80444925,岩手県立
2019,10359911,徳島
2019,20827589,神戸
2019,70251965,金沢
2019,90455733,弘前
2019,20734750,北海道
2019,60462131,富山高等専門学校
2019,40379730,川崎医科
2019,30508859,豊橋創造
2019,40282181,藤田医科
2019,70612547,藤田医科
2019,80454297,中部学院
2019,00383117,新潟医療福祉
2019,30396931,東洋
2019,70551232,昭和
2019,30587879,国際医療福祉
2019,80360030,京都府立医科
2019,70251006,茨城県立医療
2019,00236837,宮崎
2019,60294229,神戸
2019,00397390,浜松医科
2019,90436288,筑波技術
2019,40271829,秋田
2019,80737320,西九州
2019,30818521,福岡看護
2019,30734016,日本赤十字広島看護
2019,10584485,吉備国際
2019,10326316,神戸女子
2019,50434832,関西医科
2019,50434577,人間環境
2019,60627371,聖隷クリストファー
2019,30549027,沖縄県立看護
2019,60555473,長崎県立
2019,60197283,高知県立
2019,90613092,神戸市看護
2019,00362335,三重県立看護
2019,50369609,名古屋
2019,20432908,九州
2019,30509617,神戸
2019,50332630,ダイヤ高齢社会研究財団
2019,20723042,藍野
2019,00363581,関西医科
2019,70734028,豊橋創造
2019,20733801,岐阜医療科学
2019,30453658,帝京科学
2019,80369404,関東学院
2019,40567393,東邦
2019,30614698,城西国際
2019,30700124,高崎健康福祉
2019,10633703,高知県立
2019,90552795,神戸市看護
2019,80285345,大阪府立
2019,70550763,公立小松
2019,90524223,埼玉県立
2019,60533099,大分
2019,20321276,神戸市看護
2019,40759693,山口
2019,40457114,岐阜
2019,40533477,富山
2019,60361268,山形
2019,60805109,防衛医科大学校(医学教育部医学科進学課程及び専門課程、動物実験施設、共同利用研究施設、病院並びに防衛
2019,60360062,活水女子
2019,90455072,福岡看護
2019,70637214,畿央
2019,10157323,関西国際
2019,30321136,四條畷学園
2019,20736516,桃山学院教育
2019,10345580,金沢医科
2019,40360995,関東学院
2019,90624487,四天王寺
2019,30398531,東海
2019,20745393,国際医療福祉
2019,00436015,八戸学院
2019,50804639,名桜
2019,80806042,高知県立
2019,70634418,愛媛県立医療技術
2019,40363197,大阪府立
2019,80365189,三重県立看護
2019,90632638,愛知県立
2019,50805108,静岡県立
2019,30346639,富山県立
2019,30582811,大分
2019,50645075,神戸
2019,70361368,東京医科歯科
2019,80386789,国立国際医療研究センター
2019,40530093,熊本保健科学
2019,50562683,宇部フロンティア
2019,30555644,武庫川女子
2019,00411942,大阪医科
2019,80293819,京都先端科学
2019,20281256,京都橘
2019,30382427,昭和
2019,80194059,城西国際
2019,40737293,淑徳
2019,70461837,東都
2019,60334976,岩手保健医療
2019,20826763,横浜市立
2019,00404921,群馬県立県民健康科学
2019,80295914,札幌医科
2019,90389487,佐賀
2019,40623814,島根
2019,70324944,神戸
2019,40612619,岐阜
2019,10320904,金沢
2019,40513958,千葉
2019,00272899,旭川医科
2019,00203448,大阪信愛学院短期
2019,60320248,福岡
2019,40550215,四天王寺
2019,70324689,大阪医科
2019,60454534,京都橘
2019,20554041,東京医療保健
2019,00611948,駒沢女子
2019,70333250,帝京
2019,60637106,順天堂
2019,70765429,東北文化学園
2019,10070682,沖縄県立看護
2019,30616058,日本赤十字九州国際看護
